STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,YEAR_RANGE,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Gujarat,Morbi,PMGSY-II,2013-2018,1,4,1,4,0,0,17.4,10.6342,16.11,8.789,0
Gujarat,Morbi,PMGSY-III,2019-Present,9,2,9,0,0,2,86.278,55.81509,86.27,39.4777,0
Gujarat,Patan,PMGSY-I,2000-2013,76,0,76,0,0,0,175.4,42.1409,174.097,40.2023,0
Gujarat,Porbandar,PMGSY-III,2019-Present,2,0,2,0,0,0,23.15,10.6139,23.15,10.9132,0
Gujarat,Rajkot,PMGSY-II,2013-2018,3,0,3,0,0,0,44.2,18.448,40.85,14.2535,0
Gujarat,Sabarkantha,PM-JANMAN,2023-Present,2,0,2,0,0,0,1.55,1.2429,1.55,0,0
Gujarat,Surendranagar,PMGSY-II,2013-2018,4,0,4,0,0,0,48.55,15.0042,48.65,12.7691,0
Gujarat,Valsad,PMGSY-I,2000-2013,271,29,271,29,0,0,784.585,245.0476,752.133,254.6429,0
Haryana,Bhiwani,PMGSY-III,2019-Present,19,0,19,0,0,0,216.161,80.12683,214.033,78.6144,0
Haryana,Faridabad,PMGSY-II,2013-2018,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Hisar,PMGSY-III,2019-Present,14,0,14,0,0,0,142.265,66.91083,141.505,62.9285,0
Haryana,Jind,PMGSY-II,2013-2018,9,3,9,3,0,0,122.325,120.5317,121.945,104.5743,0
Haryana,Karnal,PMGSY-III,2019-Present,10,0,10,0,0,0,63.88,34.53308,61.406,28.7263,0
Haryana,Mohindergarh,PMGSY-I,2000-2013,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Panchkula,PMGSY-III,2019-Present,4,0,4,0,0,0,55.737,35.90535,55.677,34.5144,0
Haryana,Sonepat,PMGSY-II,2013-2018,11,4,11,4,0,0,151.585,137.3145,145.967,124.7443,0
Himachal Pradesh,Chamba,PMGSY-I,2000-2013,340,14,339,14,1,0,2036.96,886.62753,1988.918,837.5594,4.8
Himachal Pradesh,Chamba,PMGSY-II,2013-2018,6,0,6,0,0,0,109.53,87.984,109.53,82.1913,0
Himachal Pradesh,Kullu,PMGSY-II,2013-2018,6,0,6,0,0,0,101.84,82.8783,101.24,80.2856,0
Himachal Pradesh,Shimla,PMGSY-II,2013-2018,11,0,11,0,0,0,129.86,92.0974,129.76,95.8937,0
Jammu And Kashmir,Anantnag,PMGSY-II,2013-2018,8,0,7,0,1,0,38,46.4836,35.393,35.4028,2
Jammu And Kashmir,Kathua,PMGSY-I,2000-2013,209,32,199,32,10,0,1475.163,961.20406,1427.501,866.7588,31.617
Jammu And Kashmir,Kishtwar,PMGSY-III,2019-Present,5,0,4,0,1,0,37.45,32.92735,36.75,30.1072,0.7
Jammu And Kashmir,Poonch,PMGSY-II,2013-2018,4,0,4,0,0,0,37.2,36.9502,37.2,32.3152,0
Jammu And Kashmir,Rajouri,NA,-,41,0,0,0,41,0,256.963,NA,0,0,256.963
Jammu And Kashmir,Ramban,PMGSY-II,2013-2018,1,0,1,0,0,0,3,2.1229,3,1.5182,0
Jammu And Kashmir,Ramban,PMGSY-III,2019-Present,9,0,8,0,1,0,72.358,74.82583,65.305,60.5345,7.05
Jammu And Kashmir,Ramban,NA,-,24,0,0,0,24,0,155.62,NA,0,0,155.62
Jammu And Kashmir,Reasi,PMGSY-I,2000-2013,154,22,142,15,12,7,1505.005,1033.30034,1424.013,831.1521,61.745
Jammu And Kashmir,Reasi,PMGSY-II,2013-2018,5,0,5,0,0,0,36.95,47.2833,36.025,35.2418,0
Jammu And Kashmir,Samba,PMGSY-I,2000-2013,65,4,65,4,0,0,256.779,143.4863,250.064,124.9695,0
Jammu And Kashmir,Shopian,NA,-,3,0,0,0,3,0,9.1,NA,0,0,9.1
Jammu And Kashmir,Srinagar,PMGSY-I,2000-2013,21,0,21,0,0,0,69.23,32.3496,61.2,26.7812,0
Jharkhand,Chatra,PMGSY-II,2013-2018,10,0,10,0,0,0,102.992,52.67682,102.985,44.6036,0
Jharkhand,Deoghar,PMGSY-I,2000-2013,177,30,177,30,0,0,587.009,258.17225,556.692,221.8802,0
Jharkhand,Deoghar,PM-JANMAN,2023-Present,2,0,0,0,2,0,1.4,1.28932,0,0,1.4
Jharkhand,Dumka,PMGSY-II,2013-2018,9,0,9,0,0,0,85.75,59.3747,85.7,50.4258,0
Jharkhand,Garhwa,PMGSY-I,2000-2013,298,40,298,40,0,0,1165.382,429.49684,1148.542,381.7784,0
Jharkhand,Garhwa,PM-JANMAN,2023-Present,11,0,0,0,11,0,38.29,33.7436,0,0,38.29
Jharkhand,Godda,PMGSY-II,2013-2018,8,1,8,1,0,0,72.92,42.7545,71.892,36.6694,0
Jharkhand,Godda,PMGSY-III,2019-Present,17,4,0,0,17,4,157.77,113.9466,36.223,43.3263,121.547
Jharkhand,Gumla,PMGSY-I,2000-2013,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Gumla,PMGSY-III,2019-Present,23,6,21,0,2,6,219.8,137.51727,206.472,175.3753,9.67
Jharkhand,Hazaribagh,RCPLWEA,2016-Present,14,6,14,6,0,0,123.328,108.07188,123.328,93.9569,0
Jharkhand,Khunti,PMGSY-I,2000-2013,329,14,329,14,0,0,1049.613,427.59383,1023.256,403.7562,0
Jharkhand,Koderma,PMGSY-II,2013-2018,4,0,4,0,0,0,41.951,21.10256,41.951,16.0668,0
Jharkhand,Lohardaga,PMGSY-I,2000-2013,122,8,122,8,0,0,532.271,184.77132,518.791,183.4775,0
Jharkhand,Lohardaga,PMGSY-II,2013-2018,4,0,4,0,0,0,28.9,14.44132,28.9,9.9162,0
Jharkhand,Lohardaga,PMGSY-III,2019-Present,10,1,3,0,7,1,85.5,47.69468,47.815,32.3367,37.685
Jharkhand,Pakur,PMGSY-III,2019-Present,13,2,12,1,1,1,130.15,90.4895,129.915,104.344,0.235
Jharkhand,Pashchimi Singhbhum,PMGSY-II,2013-2018,10,0,10,0,0,0,106.875,69.8047,104.115,56.704,0
Jharkhand,Purbi Singhbhum,PMGSY-II,2013-2018,9,0,9,0,0,0,86.175,55.34982,85.446,43.243,0
Jharkhand,Ramgarh,PMGSY-I,2000-2013,112,9,112,9,0,0,398.595,142.54375,383.529,109.2116,0
Jharkhand,Ramgarh,RCPLWEA,2016-Present,6,4,6,3,0,1,18.83,33.04645,18.417,31.2974,0
Jharkhand,Ranchi,PMGSY-I,2000-2013,403,12,403,12,0,0,1134.065,446.65972,1111.493,392.1997,0
Jharkhand,Ranchi,PMGSY-III,2019-Present,22,2,10,2,12,0,203.407,130.5189,137.49,83.7923,65.917
Jharkhand,Saraikela Kharsawan,PMGSY-II,2013-2018,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Jharkhand,Saraikela Kharsawan,PMGSY-III,2019-Present,17,2,7,0,10,2,159.875,96.29145,118.498,86.2309,41.372
Jharkhand,Simdega,RCPLWEA,2016-Present,5,5,4,3,1,2,34.7,49.0022,18.2,34.1102,16.5
Karnataka,Bangalore R,PMGSY-II,2013-2018,12,0,12,0,0,0,69.68,25.1195,68.603,25.6851,0
Karnataka,Chickballapur,PMGSY-II,2013-2018,10,0,10,0,0,0,68.42,25.4236,68.42,25.1018,0
Karnataka,Dakshina Kannada,PM-JANMAN,2023-Present,2,1,0,0,2,1,5.75,7.8075,0,0,5.75
Karnataka,Haveri,PMGSY-I,2000-2013,112,1,112,1,0,0,705.52,162.3088,705.543,195.5453,0
Karnataka,Kodagu,PMGSY-I,2000-2013,46,1,46,1,0,0,169.9,42.7033,169.9,50.2141,0
Karnataka,Kodagu,PM-JANMAN,2023-Present,12,0,0,0,12,0,13.19,11.83807,0,0,13.19
Karnataka,Kolar,PMGSY-I,2000-2013,103,0,103,0,0,0,614.29,117.9051,614.53,125.7489,0
Karnataka,Kolar,PMGSY-III,2019-Present,20,0,20,0,0,0,159.655,95.16425,159.647,92.9519,0
Karnataka,Mandya,PMGSY-II,2013-2018,11,0,11,0,0,0,70.27,24.5324,70.27,25.3148,0
Karnataka,Mysore,PMGSY-I,2000-2013,140,1,140,1,0,0,592.755,105.7215,592.775,120.5464,0
Karnataka,Ramnagar,PMGSY-I,2000-2013,74,0,74,0,0,0,282.09,46.1142,282.09,53.2614,0
Karnataka,Shimoga,PMGSY-I,2000-2013,169,0,169,0,0,0,735.48,159.3763,735.635,189.7799,0
Karnataka,Tumkur,PMGSY-I,2000-2013,178,0,178,0,0,0,964.53,179.6927,964.68,205.5554,0
Karnataka,Yadgir,PMGSY-I,2000-2013,36,1,36,1,0,0,240.49,48.2724,240.49,52.9383,0
Kerala,Alappuzha,PMGSY-I,2000-2013,70,0,69,0,1,0,97.508,40.0772,93.501,45.8334,1.58
Kerala,Ernakulam,PMGSY-I,2000-2013,65,1,65,1,0,0,130.695,53.7921,130.318,58.5513,0
Kerala,Ernakulam,PMGSY-III,2019-Present,26,1,8,0,18,1,146.379,118.90189,69.668,49.1017,75.497
Kerala,Kannur,PMGSY-I,2000-2013,131,0,131,0,0,0,367.308,156.0058,365.138,194.083,0
Kerala,Kasaragod,PMGSY-III,2019-Present,13,0,4,0,9,0,70.907,55.63142,67.305,24.513,3.265
Kerala,Kollam,PMGSY-III,2019-Present,22,0,3,0,19,0,96.437,62.64305,27.505,20.4598,67.358
Kerala,Kottayam,PMGSY-II,2013-2018,13,0,12,0,1,0,42.982,32.1583,41.428,25.9922,1.253
Kerala,Kozhikode,PMGSY-III,2019-Present,14,0,2,0,12,0,74.389,82.65528,25.178,27.0535,49.009
Kerala,Pathanamthitta,PMGSY-II,2013-2018,10,0,10,0,0,0,28.112,21.7898,28.002,18.1261,0
Kerala,Thiruvananthapuram,PMGSY-I,2000-2013,175,0,174,0,1,0,282.963,127.6997,280.467,141.342,2.31
Kerala,Thrissur,PMGSY-I,2000-2013,113,0,113,0,0,0,229.874,82.2317,229.152,91.0409,0
Madhya Pradesh,Agar,PMGSY-I,2000-2013,211,9,211,9,0,0,783.07,288.8866,772.568,255.4793,0
Madhya Pradesh,Agar,PMGSY-III,2019-Present,16,17,16,16,0,1,151.774,133.7087,147.936,92.9435,0
Madhya Pradesh,Anuppur,PMGSY-II,2013-2018,3,0,3,0,0,0,69.85,43.8586,65.6,34.6857,0
Madhya Pradesh,Ashok Nagar,PMGSY-I,2000-2013,258,5,258,5,0,0,969.985,350.8048,922.727,327.6571,0
Madhya Pradesh,Ashok Nagar,PMGSY-II,2013-2018,7,2,7,2,0,0,57.235,38.9466,56.171,35.6292,0
Madhya Pradesh,Chhatarpur,PMGSY-II,2013-2018,17,5,17,5,0,0,121.83,74.59624,121.967,67.8781,0
Madhya Pradesh,Chhindwara,PMGSY-II,2013-2018,8,11,8,11,0,0,165.48,124.733,157.827,110.7982,0
Madhya Pradesh,Datia,PMGSY-III,2019-Present,12,2,12,1,0,1,110.343,98.05289,108.806,76.0237,0
Madhya Pradesh,Dhar,PMGSY-I,2000-2013,683,47,683,46,0,1,2717.93,940.72515,2592.773,902.1474,0
Madhya Pradesh,Dindori,PMGSY-I,2000-2013,444,4,444,4,0,0,1694.995,458.4714,1662.499,450.2527,0
Madhya Pradesh,Gwalior,PMGSY-III,2019-Present,16,8,14,5,2,3,159.66,141.10122,149.524,96.0727,7.75
Madhya Pradesh,Hoshangabad,PMGSY-III,2019-Present,25,15,18,10,7,5,270.328,199.08407,249.897,143.1214,15.828
Madhya Pradesh,Jabalpur,PMGSY-III,2019-Present,29,7,25,2,4,5,266.125,188.65052,242.792,120.4234,19.995
Madhya Pradesh,Jabalpur,PM-JANMAN,2023-Present,5,0,0,0,5,0,12.23,8.28579,0,0,12.23
Madhya Pradesh,Khandwa,PMGSY-II,2013-2018,7,4,7,4,0,0,93.43,57.5434,93.025,46.0649,0
Madhya Pradesh,Khargone,PMGSY-III,2019-Present,20,37,20,24,0,13,343.565,292.1011,341.215,205.2434,0
Madhya Pradesh,Mandsour,PMGSY-II,2013-2018,5,7,5,7,0,0,93.581,71.2707,90.562,64.2365,0
Madhya Pradesh,Mandsour,PMGSY-III,2019-Present,7,13,7,11,0,2,192.736,169.80764,189.417,126.9543,0
Madhya Pradesh,Narsinghpur,PMGSY-I,2000-2013,324,12,324,12,0,0,1184.635,405.16509,1127.469,402.8182,0
Madhya Pradesh,Narsinghpur,PMGSY-II,2013-2018,5,1,5,1,0,0,74.675,42.6407,69.356,38.9112,0
Madhya Pradesh,Neemuch,PMGSY-II,2013-2018,3,2,3,2,0,0,56.46,42.4354,56.064,38.7124,0
Madhya Pradesh,Niwari,PMGSY-II,2013-2018,3,0,3,0,0,0,20.59,11.70144,19.951,8.8303,0
Madhya Pradesh,Panna,PMGSY-II,2013-2018,5,2,5,2,0,0,57.4,44.7128,55.681,40.1113,0
Madhya Pradesh,Raisen,PMGSY-I,2000-2013,334,6,334,5,0,1,1377.255,454.32818,1305.349,481.7185,0
Madhya Pradesh,Rajgarh,PMGSY-II,2013-2018,13,4,13,4,0,0,94.16,63.5722,90.954,53.9898,0
Madhya Pradesh,Rajgarh,PMGSY-III,2019-Present,14,12,13,10,1,2,232.3,201.83261,224.917,135.5146,1.35
Madhya Pradesh,Ratlam,PMGSY-I,2000-2013,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
Madhya Pradesh,Rewa,PMGSY-II,2013-2018,8,2,8,2,0,0,133.65,87.0665,130.7,78.6302,0
Madhya Pradesh,Rewa,PMGSY-III,2019-Present,27,5,25,5,2,0,287.995,183.17878,280.414,133.6034,2.9
Madhya Pradesh,Satna,PMGSY-I,2000-2013,337,8,337,8,0,0,1262.27,341.1019,1212.203,303.2947,0
Madhya Pradesh,Sidhi,PMGSY-III,2019-Present,18,2,16,1,2,1,192.8,119.032,173.583,73.771,18.1
Madhya Pradesh,Singrauli,PMGSY-I,2000-2013,296,8,296,7,0,1,1808.155,578.93949,1727.811,567.2492,0
Maharashtra,Ahmednagar,PMGSY-I,2000-2013,203,15,202,15,1,0,1269.835,376.01638,1225.623,368.8257,0.56
Maharashtra,Buldhana,PMGSY-I,2000-2013,133,14,133,14,0,0,564.63,125.0043,564.63,126.5149,0
Maharashtra,Buldhana,PMGSY-II,2013-2018,6,2,6,2,0,0,46.25,24.2478,46.25,22.1955,0
Maharashtra,Chandrapur,PMGSY-III,2019-Present,23,18,20,0,3,18,164.166,179.18509,142.733,104.51,19
Maharashtra,Gondia,PMGSY-II,2013-2018,13,1,13,1,0,0,86.81,49.5096,86.42,39.5875,0
Maharashtra,Jalna,PMGSY-III,2019-Present,26,20,21,0,5,20,149.075,164.24508,135.639,134.1481,11.3
Maharashtra,Latur,PMGSY-I,2000-2013,196,44,196,44,0,0,617.392,178.2271,617.392,186.0695,0
Maharashtra,Latur,PMGSY-II,2013-2018,8,16,8,16,0,0,67.27,74.4051,66.85,65.4157,0
Maharashtra,Nagpur,PMGSY-II,2013-2018,14,4,14,4,0,0,102.03,67.7418,99.349,51.8516,0
Maharashtra,Nashik,PM-JANMAN,2023-Present,3,0,0,0,3,0,3.46,3.3772,0,0,3.46
Maharashtra,Osmanabad,PMGSY-I,2000-2013,135,44,135,44,0,0,461.4,125.198,461.4,120.056,0
Maharashtra,Sindhudurg,PMGSY-II,2013-2018,17,3,17,3,0,0,81.782,53.8889,94.798,52.4985,0
Maharashtra,Washim,PMGSY-III,2019-Present,17,8,10,0,7,8,103.935,97.89375,85.935,68.4749,16.635
Manipur,Bishnupur,PMGSY-II,2013-2018,7,0,6,0,1,0,35.57,28.9618,35.37,22.3727,0.3
Manipur,Imphal East,PMGSY-III,2019-Present,25,0,0,0,25,0,170.11,143.55361,0,0.5644,170.11
Manipur,Senapati,PMGSY-III,2019-Present,11,0,0,0,11,0,120.14,96.71633,0,0.7453,120.14
Manipur,Tamenglong,PMGSY-II,2013-2018,2,1,0,1,2,0,20.4,19.0556,10,10.9501,10.4
Manipur,Thoubal,PMGSY-I,2000-2013,185,17,184,12,1,5,563.599,288.25917,570.77,242.4814,0
Manipur,Thoubal,PMGSY-II,2013-2018,10,0,10,0,0,0,59.35,51.038,59.35,42.6755,0
Meghalaya,West Garo Hills,PMGSY-I,2000-2013,261,38,260,38,1,0,897.868,664.54242,896.736,653.4213,0
Meghalaya,West Khasi Hills,PMGSY-I,2000-2013,213,11,208,11,5,0,967.815,539.2124,946.571,497.6082,19.513
Mizoram,Aizawl,PMGSY-II,2013-2018,1,0,1,0,0,0,46,76.221,46,75.296,0
Mizoram,Kolasib,PMGSY-III,2019-Present,1,0,0,0,1,0,6.12,4.6329,6.12,0,0
Mizoram,Lawngtlai,PMGSY-III,2019-Present,1,0,0,0,1,0,29.1,43.655,29.1,0,0
Mizoram,Lunglei,PMGSY-II,2013-2018,1,0,1,0,0,0,30.5,40.8027,30.2,38.4925,0
Mizoram,Mamit,PMGSY-II,2013-2018,1,0,1,0,0,0,9.75,9.919,9.75,10.029,0
Mizoram,Mamit,PMGSY-III,2019-Present,3,0,0,0,3,0,111.31,115.49372,34.04,0,77.27
Nagaland,Kiphire,PMGSY-II,2013-2018,1,0,1,0,0,0,17,16.97,17,16.97,0
Nagaland,Mon,PMGSY-III,2019-Present,7,0,0,0,7,0,91.13,92.6729,0,9.2956,91.13
Nagaland,Peren,PMGSY-III,2019-Present,1,0,0,0,1,0,21.03,17.0424,0,3.4344,21.03
Nagaland,Zunheboto,PMGSY-I,2000-2013,41,5,41,5,0,0,443.64,118.7847,444,118.6371,0
Odisha,Bargarh,PMGSY-I,2000-2013,593,4,593,4,0,0,2056.541,714.37148,1945.182,693.789,0
Odisha,Bargarh,PMGSY-III,2019-Present,49,10,45,8,4,2,366.35,246.97481,333.871,222.5871,23.089
Odisha,Bhadrak,PMGSY-I,2000-2013,455,5,455,5,0,0,1670.84,731.4234,1514.227,743.5553,0
Odisha,Cuttack,PMGSY-III,2019-Present,69,5,30,1,39,4,418.366,250.8376,315.581,161.5524,95.934
Odisha,Deogarh,PMGSY-II,2013-2018,4,0,4,0,0,0,35.9,15.437,36.726,14.8763,0
Odisha,Deogarh,PMGSY-III,2019-Present,14,3,14,1,0,2,90.01,62.88467,89.887,55.6056,0
Odisha,Gajapati,PMGSY-II,2013-2018,12,0,12,0,0,0,83.01,42.8421,83.609,38.3411,0
Odisha,Ganjam,PMGSY-I,2000-2013,738,15,736,15,2,0,2713.993,1167.33081,2609.111,1184.5334,5.316
Odisha,Ganjam,PM-JANMAN,2023-Present,14,1,0,0,14,1,46.871,56.1617,0,0,46.871
Odisha,Jagatsinghpur,PMGSY-I,2000-2013,268,0,268,0,0,0,1047.628,452.3774,1030.216,437.243,0
Odisha,Jharsuguda,PMGSY-II,2013-2018,5,0,5,0,0,0,48.757,20.2333,47.457,17.1657,0
Odisha,Jharsuguda,PMGSY-III,2019-Present,30,6,30,5,0,1,147.359,91.1303,145.069,78.3231,0
Odisha,Kandhamal,PMGSY-II,2013-2018,27,0,27,0,0,0,144.974,58.3083,142.047,49.4905,0
Odisha,Kandhamal,RCPLWEA,2016-Present,2,0,0,0,2,0,26.47,21.5269,0,5.8652,26.47
Odisha,Kendrapara,PMGSY-I,2000-2013,397,5,397,5,0,0,1550.057,762.6803,1514.899,789.2279,0
Odisha,Mayurbhanj,PMGSY-II,2013-2018,76,3,76,3,0,0,310.147,146.92307,307.533,157.6336,0
Odisha,Nayagarh,PMGSY-III,2019-Present,41,4,22,1,19,3,253.776,163.30212,184.993,112.1618,66.262
Odisha,Sonepur,PMGSY-I,2000-2013,335,9,335,9,0,0,1270.425,444.0708,1189.798,406.4351,0
Odisha,Sundargarh,PM-JANMAN,2023-Present,3,0,0,0,3,0,3.7,3.5727,0,0,3.7
Puducherry,Karaikal,PMGSY-II,2013-2018,10,0,10,0,0,0,15.17,5.6712,14.331,9.1361,0
Punjab,Amritsar,PMGSY-II,2013-2018,12,0,12,0,0,0,126.07,79.9336,126.07,64.0289,0
Punjab,Bathinda,PMGSY-III,2019-Present,17,6,6,1,11,5,155.735,135.95946,57.415,71.4994,98.32
Punjab,Hoshiarpur,PMGSY-III,2019-Present,21,1,13,0,8,1,286.665,234.4038,187.181,117.2747,99.484
Punjab,Jalandhar,PMGSY-I,2000-2013,56,0,56,0,0,0,340.12,121.8067,340.12,105.1702,0
Punjab,Kapurthala,PMGSY-III,2019-Present,10,0,4,0,6,0,83.46,56.04457,35.395,19.8927,48.065
Punjab,Mansa,PMGSY-II,2013-2018,14,0,14,0,0,0,173.4,109.1393,173.3,100.1623,0
Punjab,Mukatsar,PMGSY-I,2000-2013,93,0,93,0,0,0,485.107,198.9607,482.632,177.2442,0
Rajasthan,Beawar,PMGSY-I,2000-2013,174,0,174,0,0,0,607.68,104.0071,593.4,92.2855,0
Rajasthan,Beawar,PMGSY-III,2019-Present,16,0,16,0,0,0,160.4,82.10855,160.4,58.4546,0
Rajasthan,Bharatpur,PMGSY-II,2013-2018,7,0,7,0,0,0,69.2,39.93924,69.2,30.9691,0
Rajasthan,Bharatpur,PMGSY-III,2019-Present,14,0,14,0,0,0,112.122,75.16447,111.942,62.2124,0
Rajasthan,Bhilwara,PMGSY-II,2013-2018,17,0,17,0,0,0,147.275,52.68093,147.275,43.2471,0
Rajasthan,Bikaner,PMGSY-II,2013-2018,9,0,9,0,0,0,84,23.6534,84,18.4886,0
Rajasthan,Bikaner,PMGSY-III,2019-Present,26,0,25,0,1,0,278.86,122.69569,263.21,90.672,15
Rajasthan,Chittaurgarh,PMGSY-I,2000-2013,299,0,299,0,0,0,1303.87,249.648,1273.47,224.7355,0
Rajasthan,Chittaurgarh,PMGSY-III,2019-Present,34,2,32,2,2,0,263.953,166.02474,248.502,114.255,12.2
Rajasthan,Churu,PMGSY-II,2013-2018,6,0,6,0,0,0,78.425,24.593,78.425,18.37,0
Rajasthan,Churu,PMGSY-III,2019-Present,23,0,22,0,1,0,222.74,128.83,224.17,94.4148,0.5
Rajasthan,Didwana Kuchaman,PMGSY-II,2013-2018,10,0,10,0,0,0,106,46.3672,106,31.6625,0
Rajasthan,Didwana Kuchaman,PMGSY-III,2019-Present,15,0,15,0,0,0,141.75,90.3914,141.75,50.7508,0
Rajasthan,Hanumangarh,PMGSY-I,2000-2013,134,0,134,0,0,0,903.16,196.4427,867.987,167.7036,0
Rajasthan,Jaipur,PMGSY-I,2000-2013,667,0,667,0,0,0,2337.743,504.0394,2277.758,450.0756,0
Rajasthan,Jaipur,PMGSY-III,2019-Present,42,0,40,0,2,0,441.77,251.2557,431.017,181.9272,1.01
Rajasthan,Jalor,PMGSY-I,2000-2013,591,0,591,0,0,0,2686.725,545.6174,2589.02,494.3969,0
Rajasthan,Jhalawar,PMGSY-III,2019-Present,13,0,13,0,0,0,104.398,48.5854,103.98,42.0249,0
Rajasthan,Jodhpur,PMGSY-I,2000-2013,596,0,596,0,0,0,2374.8,402.2906,2321.837,327.5115,0
Rajasthan,Jodhpur,PMGSY-III,2019-Present,29,0,29,0,0,0,331.57,195.23565,330.8,139.1634,0
Rajasthan,Karauli,PMGSY-III,2019-Present,18,0,18,0,0,0,149.32,85.3008,146.13,63.9808,0
Rajasthan,Nagaur,PMGSY-II,2013-2018,9,0,9,0,0,0,87,27.5542,87,19.1417,0
Rajasthan,Pali,PMGSY-I,2000-2013,249,0,249,0,0,0,1100.43,204.174,1042.736,179.7651,0
Rajasthan,Phalodi,PMGSY-II,2013-2018,4,0,4,0,0,0,45.3,14.9643,45.3,10.876,0
Rajasthan,Phalodi,PMGSY-III,2019-Present,16,0,16,0,0,0,192.9,101.7562,193.35,77.4751,0
Rajasthan,Rajsamand,PMGSY-II,2013-2018,11,0,11,0,0,0,98,47.70859,98,33.7092,0
Rajasthan,Salumbar,PMGSY-I,2000-2013,377,6,377,6,0,0,1167.656,418.3223,1156.458,327.6348,0
Rajasthan,Sikar,PMGSY-II,2013-2018,11,0,11,0,0,0,111.89,58.14324,112.49,46.8423,0
Rajasthan,Sirohi,PMGSY-III,2019-Present,11,4,11,4,0,0,102.49,96.79097,100.49,75.7178,0
Rajasthan,Sri Ganganagar,PMGSY-III,2019-Present,18,0,17,0,1,0,192.525,90.7131,191.925,58.9099,0.6
Rajasthan,Udaipur,PMGSY-I,2000-2013,1039,1,1039,1,0,0,3831.027,1170.45578,3717.126,971.3405,0
Rajasthan,Udaipur,PMGSY-II,2013-2018,13,0,13,0,0,0,109.35,46.4917,109.5,30.1247,0
Rajasthan,Udaipur,PMGSY-III,2019-Present,44,3,43,1,1,2,427.425,291.12291,414.865,196.6759,10
Sikkim,Soreng,PMGSY-III,2019-Present,11,4,0,0,11,4,73.35,83.49577,8.7,22.0188,64.65
Sikkim,South,PMGSY-III,2019-Present,11,1,0,0,11,1,82.3,77.76617,17.53,16.8135,64.77
Tamil Nadu,Chengalpattu,PMGSY-II,2013-2018,24,3,24,3,0,0,87.248,39.3014,86.448,37.372,0
Tamil Nadu,Coimbatore,PMGSY-I,2000-2013,160,5,160,5,0,0,330.124,107.93731,326.648,192.651,0
Tamil Nadu,Coimbatore,PMGSY-III,2019-Present,27,0,26,0,1,0,97.925,51.44381,97.73,48.4712,0
Tamil Nadu,Kallakurichi,PMGSY-II,2013-2018,29,3,29,3,0,0,95.684,48.27062,95.684,53.3121,0
Tamil Nadu,Kanniyakumari,PMGSY-III,2019-Present,16,0,10,0,6,0,60.46,37.26415,39.005,28.1931,21.465
Tamil Nadu,Karur,PMGSY-II,2013-2018,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
Tamil Nadu,Karur,PMGSY-III,2019-Present,74,0,58,0,16,0,268.516,138.02792,247.931,127.2511,10.635
Tamil Nadu,Madurai,PMGSY-II,2013-2018,36,0,36,0,0,0,125.62,45.16382,125.62,48.7631,0
Tamil Nadu,Madurai,PMGSY-III,2019-Present,18,0,18,0,0,0,62.41,39.60853,62.255,37.3037,0
Tamil Nadu,Namakkal,PMGSY-I,2000-2013,227,0,227,0,0,0,411.066,134.62504,408.816,110.0604,0
Tamil Nadu,Namakkal,PMGSY-III,2019-Present,108,0,98,0,10,0,375.834,209.22077,363.314,190.963,12.52
Tamil Nadu,Pudukkottai,PMGSY-I,2000-2013,317,2,317,2,0,0,734.32,217.13178,734.418,175.4299,0
Tamil Nadu,Salem,PMGSY-I,2000-2013,304,5,304,5,0,0,630.305,184.66714,619.565,196.6479,0
Tamil Nadu,Thanjavur,PMGSY-II,2013-2018,22,0,22,0,0,0,87.974,43.71158,87.974,45.8812,0
Tamil Nadu,Thanjavur,PMGSY-III,2019-Present,29,1,19,1,10,0,109.826,65.78695,82.231,46.1832,27.595
Tamil Nadu,The Nilgiris,PMGSY-II,2013-2018,15,0,15,0,0,0,58.54,66.72564,57.723,69.0087,0
Tamil Nadu,Theni,PMGSY-I,2000-2013,69,2,69,2,0,0,143.55,47.33271,138.51,33.0193,0
Tamil Nadu,Tuticorin,PMGSY-III,2019-Present,36,2,23,1,13,1,164.34,101.52025,138.2,68.0884,26.13
Tamil Nadu,Vellore,PMGSY-III,2019-Present,26,0,19,0,7,0,128.1,77.69685,109.78,61.7454,18.05
Telangana,Bhadradri Kothagudem,PMGSY-II,2013-2018,3,1,3,1,0,0,33.52,31.4236,30.52,21.5232,0
